0.80255018457,1
0.609429396724,4
2.19313475768,1
1.90927297344,3
34.1753867523,2
208.254666712,3
20.0698719181,1
17.9434046095,4
23.7338846528,3
19.4672586525,2
72.1442691261,1
76.872462462,3
34.8983577199,4
21.9598006612,1
9.48020616581,2
19.4121301808,3
27.2410473665,1
10.3633062739,3
2.22702595066,4
5.48245014706,2
7.84220236486,3
3.00679932716,1
3.63522065621,3
3.91942874761,2
6.17951002711,4
11.4422322689,1
7.64760666731,3
2.80364140653,2
1.18827774475,1
1.2044748618,3
1.62033907234,4
2.61874342611,3
1.74852945126,1
1.6888244381,2
1.80853724504,3
1.23103312129,4
0.756569200778,2
0.793637835405,1
0.851785784259,3
0.90775867087,2
0.846085208916,1
0.799361889048,3
0.735560171074,4
0.678902943396,2
0.66929443866,3
0.667166272283,1
0.660522107125,2
0.661444078205,4
0.681493690777,3
0.682553284056,1
0.669352298587,2
0.670758666918,3
0.667681222128,1
0.656160046857,4
0.637560612634,3
0.636706498253,2
0.636339376678,1
0.633315720491,3
0.632649554876,2
0.632589065198,4
0.628808051074,3
0.62861738007,1
0.626695917475,2
0.626765531037,3
0.626512849263,4
0.624045546493,1
0.622701336369,3
0.622481986657,2
0.622494676143,1
0.621369219399,3
0.62118939028,4
0.619795757277,2
0.619816547359,3
0.619621227959,1
0.618904015162,2
0.618832223078,3
0.61860135967,4
0.617228079861,1
0.616684883519,3
0.616512585729,2
768.999130011
0.583273730459
